TargetChr	TargetGene	TargetGeneTSS	expressed_proxy	geneFailedToRunThroughModel
chr17	ATP6V0A1	40610861	TRUE	FALSE
chr17	NAGLU	40687950	TRUE	FALSE
chr17	LOC108783654	40706820	TRUE	FALSE
chr17	HSD17B1	40704575	TRUE	FALSE
chr17	COASY	40714091	TRUE	FALSE
chr17	MLX	40719077	TRUE	FALSE
chr17	PSMC3IP	40729849	TRUE	FALSE
chr17	FAM134C	40761445	TRUE	FALSE
chr17	TUBG1	40761357	TRUE	FALSE
chr17	TUBG2	40811265	TRUE	FALSE
chr17	PLEKHH3	40829048	TRUE	FALSE
chr17	CCR10	40833845	TRUE	FALSE
chr17	CNTNAP1	40834631	TRUE	FALSE
chr17	EZH1	40897114	TRUE	FALSE
chr17	RAMP2-AS1	40913275	FALSE	FALSE
chr17	RAMP2	40913211	FALSE	FALSE
chr17	VPS25	40925453	TRUE	FALSE
chr17	WNK4	40932648	TRUE	FALSE
chr17	COA3	40950743	TRUE	FALSE
chr17	CNTD1	40950904	FALSE	FALSE
chr17	BECN1	40976333	TRUE	FALSE
chr17	PSME3	40985158	TRUE	FALSE
chr17	AOC2	40996599	FALSE	FALSE
chr17	AOC3	41003200	FALSE	FALSE
chr17	AOC4P	41019161	FALSE	FALSE
chr17	LINC00671	41050751	FALSE	FALSE
chr17	G6PC	41052813	FALSE	FALSE
chr17	AARSD1	41116515	TRUE	FALSE
chr17	PTGES3L-AARSD1	41132020	FALSE	FALSE
chr17	PTGES3L	41132545	TRUE	FALSE
chr17	RUNDC1	41132578	TRUE	FALSE
chr17	RPL27	41150445	TRUE	FALSE
chr17	IFI35	41158741	TRUE	FALSE
chr17	VAT1	41174459	TRUE	FALSE
chr17	RND2	41177257	TRUE	FALSE
chr17	BRCA1	41277500	TRUE	FALSE
chr17	NBR2	41277573	TRUE	FALSE
chr17	LOC101929767	41322420	TRUE	FALSE
chr17	NBR1	41322986	TRUE	FALSE
chr17	TMEM106A	41363845	FALSE	FALSE
chr17	LINC00854	41381062	FALSE	FALSE
chr17	LINC00910	41466266	FALSE	FALSE
chr17	ARL4D	41476352	FALSE	FALSE
chr17	DHX8	41561232	TRUE	FALSE
chr17	ETV4	41623800	TRUE	FALSE
chr17	MEOX1	41738931	FALSE	FALSE
chr17	SOST	41836156	FALSE	FALSE
chr17	DUSP3	41856368	TRUE	FALSE
chr17	C17orf105	41857802	FALSE	FALSE
chr17	MPP3	41910547	FALSE	FALSE
chr17	CD300LG	41924515	FALSE	FALSE
chr17	MPP2	41985310	FALSE	FALSE
chr17	FAM215A	41994575	TRUE	FALSE
chr17	LINC01976	42015628	FALSE	FALSE
chr17	PPY	42019642	FALSE	FALSE
chr17	PYY	42081837	FALSE	FALSE
chr17	NAGS	42082031	FALSE	FALSE
chr17	TMEM101	42100519	TRUE	FALSE
chr17	LSM12	42144987	TRUE	FALSE
chr17	G6PC3	42148097	TRUE	FALSE
chr17	HDAC5	42201014	TRUE	FALSE
chr17	LOC105371789	42193279	FALSE	FALSE
chr17	C17orf53	42219269	TRUE	FALSE
chr17	ASB16	42248073	FALSE	FALSE
chr17	ASB16-AS1	42264085	TRUE	FALSE
chr17	TMUB2	42264353	TRUE	FALSE
chr17	ATXN7L3	42275529	TRUE	FALSE
chr17	UBTF	42297041	TRUE	FALSE
chr17	SLC4A1	42345502	TRUE	FALSE
chr17	RUNDC3A-AS1	42385799	FALSE	FALSE
chr17	RUNDC3A	42385926	FALSE	FALSE
chr17	SLC25A39	42402238	TRUE	FALSE
chr17	GRN	42422453	TRUE	FALSE
chr17	FAM171A2	42441235	TRUE	FALSE
chr17	ITGA2B	42466969	TRUE	FALSE
chr17	GPATCH8	42580970	TRUE	FALSE
chr17	FZD2	42634811	TRUE	FALSE
chr17	LINC01180	42727717	FALSE	FALSE
chr17	MEIOC	42733761	FALSE	FALSE
chr17	CCDC43	42767165	TRUE	FALSE
chr17	DBF4B	42785975	TRUE	FALSE
chr17	ADAM11	42836546	FALSE	FALSE
chr17	GJC1	42907607	FALSE	FALSE
chr17	HIGD1B	42925269	FALSE	FALSE
chr17	EFTUD2	42976993	TRUE	FALSE
chr17	CCDC103	42977079	FALSE	FALSE
chr17	GFAP	42992920	FALSE	FALSE
chr17	KIF18B	43025079	TRUE	FALSE
chr17	C1QL1	43045644	FALSE	FALSE
chr17	DCAKD	43138497	TRUE	FALSE
chr17	NMT1	43138666	TRUE	FALSE
chr17	PLCD3	43209900	TRUE	FALSE
chr17	ACBD4	43213013	TRUE	FALSE
chr17	HEXIM1	43224683	TRUE	FALSE
chr17	HEXIM2	43237540	FALSE	FALSE
chr17	LOC105371795	43248852	FALSE	FALSE
chr17	FMNL1	43299291	TRUE	FALSE
chr17	MAP3K14-AS1	43325291	TRUE	FALSE
chr17	SPATA32	43339479	FALSE	FALSE
chr17	MAP3K14	43394430	TRUE	FALSE
chr17	ARHGAP27	43503012	FALSE	FALSE
chr17	PLEKHM1	43568146	TRUE	FALSE
chr17	LRRC37A4P	43597889	FALSE	TRUE
chr17	MAPK8IP1P2	43679228	FALSE	TRUE
chr17	LINC02210	43697694	FALSE	TRUE
chr17	LINC02210-CRHR1	43699273	FALSE	TRUE
chr17	CRHR1	43861645	FALSE	FALSE
chr17	MAPT-AS1	43972879	FALSE	FALSE
chr17	SPPL2C	43922255	FALSE	FALSE
chr17	MAPT	43971747	FALSE	FALSE
chr17	MAPT-IT1	43973148	FALSE	FALSE
chr17	STH	44076615	FALSE	FALSE
chr17	KANSL1	44302740	TRUE	TRUE
chr17	KANSL1-AS1	44270938	TRUE	FALSE
chr17	LRRC37A	44372496	FALSE	TRUE
chr17	ARL17B	44439134	FALSE	TRUE
chr17	NSFP1	44450178	TRUE	TRUE
chr17	LRRC37A2	44590075	FALSE	TRUE
chr17	ARL17A	44657088	TRUE	TRUE
chr17	NSF	44668034	TRUE	TRUE
chr17	WNT3	44896126	TRUE	FALSE
chr17	WNT9B	44928951	FALSE	FALSE
chr17	GOSR2	45000482	TRUE	FALSE
chr17	RPRML	45056614	FALSE	FALSE
chr17	CDC27	45266678	TRUE	FALSE
chr17	MYL4	45286713	TRUE	FALSE
chr17	ITGB3	45331207	FALSE	FALSE
chr17	THCAT158	45401267	FALSE	FALSE
chr17	EFCAB13	45401326	FALSE	FALSE
chr17	MRPL45P2	45569986	TRUE	FALSE
chr17	NPEPPS	45600322	TRUE	FALSE
chr17	KPNB1	45728561	TRUE	FALSE
chr17	TBKBP1	45772629	TRUE	FALSE
chr17	TBX21	45810609	FALSE	FALSE
chr17	OSBPL7	45899147	TRUE	FALSE
chr17	MRPL10	45908907	TRUE	FALSE
chr17	LRRC46	45908992	TRUE	FALSE
chr17	SCRN2	45918699	TRUE	FALSE
chr17	SP6	45933240	TRUE	FALSE
chr17	LOC102724532	45973182	TRUE	FALSE
chr17	SP2	45973515	TRUE	FALSE
chr17	SP2-AS1	46018770	FALSE	FALSE
chr17	PNPO	46018888	TRUE	FALSE
chr17	PRR15L	46035243	FALSE	FALSE
chr17	CDK5RAP3	46048321	TRUE	FALSE
chr17	COPZ2	46115168	FALSE	FALSE
chr17	NFE2L1	46125666	TRUE	FALSE
chr17	CBX1	46178560	TRUE	FALSE
chr17	SNX11	46184946	TRUE	FALSE
chr17	SKAP1	46507594	FALSE	FALSE
chr17	THRA1-BTR	46371708	TRUE	FALSE
chr17	LOC101927166	46522194	FALSE	FALSE
chr17	HOXB1	46608272	FALSE	FALSE
chr17	HOXB2	46622393	TRUE	FALSE
chr17	HOXB-AS1	46621712	TRUE	FALSE
chr17	HOXB3	46659984	TRUE	FALSE
chr17	HOXB4	46655743	TRUE	FALSE
chr17	HOXB5	46671103	TRUE	FALSE
chr17	HOXB-AS3	46669653	FALSE	FALSE
chr17	HOXB6	46682334	TRUE	FALSE
chr17	HOXB7	46688383	TRUE	FALSE
chr17	HOXB8	46692301	TRUE	FALSE
chr17	HOXB9	46703835	TRUE	FALSE
chr17	PRAC1	46799882	FALSE	FALSE
chr17	PRAC2	46800529	FALSE	FALSE
chr17	HOXB13	46806111	FALSE	FALSE
chr17	TTLL6	46894469	FALSE	FALSE
chr17	CALCOCO2	46908349	TRUE	FALSE
chr17	LOC105371814	46986345	FALSE	FALSE
chr17	ATP5G1	46970147	TRUE	FALSE
chr17	UBE2Z	46985730	TRUE	FALSE
chr17	SNF8	47022204	TRUE	FALSE
chr17	GIP	47045955	FALSE	FALSE
chr17	IGF2BP1	47074773	TRUE	FALSE
chr17	B4GALNT2	47210328	FALSE	FALSE
chr17	GNGT2	47286762	FALSE	FALSE
chr17	ABI3	47287588	FALSE	FALSE
chr17	PHOSPHO1	47308128	FALSE	FALSE
chr17	FLJ40194	47325604	FALSE	FALSE
chr17	ZNF652	47439476	TRUE	FALSE
chr17	LOC102724596	47439743	FALSE	FALSE
chr17	PHB	47492267	TRUE	FALSE
chr17	LINC02075	47539111	FALSE	FALSE
chr17	NGFR	47572654	FALSE	FALSE
chr17	LOC100288866	47651426	FALSE	FALSE
chr17	NXPH3	47653297	FALSE	FALSE
chr17	SPOP	47755525	TRUE	FALSE
chr17	SLC35B1	47785313	TRUE	FALSE
chr17	FAM117A	47841518	TRUE	FALSE
chr17	KAT7	47865980	TRUE	FALSE
chr17	TAC4	47925379	FALSE	FALSE
chr17	FLJ45513	47923271	FALSE	FALSE
chr17	DLX4	48050129	FALSE	FALSE
chr17	DLX3	48072588	FALSE	FALSE
chr17	LOC284080	48133103	FALSE	FALSE
chr17	ITGA3	48133331	FALSE	FALSE
chr17	PDK2	48172638	FALSE	FALSE
chr17	SAMD14	48207246	FALSE	FALSE
chr17	PPP1R9B	48227878	TRUE	FALSE
chr17	SGCA	48243345	FALSE	FALSE
chr17	HILS1	48249837	FALSE	FALSE
chr17	COL1A1	48279000	TRUE	FALSE
chr17	LINC01969	48292054	TRUE	FALSE
chr17	TMEM92	48348766	FALSE	FALSE
chr17	TMEM92-AS1	48365216	FALSE	FALSE
chr17	XYLT2	48423392	TRUE	FALSE
chr17	MRPL27	48450562	TRUE	FALSE
chr17	EME1	48450580	TRUE	FALSE
chr17	LRRC59	48474914	TRUE	FALSE
chr17	ACSF2	48503518	TRUE	FALSE
chr17	CHAD	48546227	FALSE	FALSE
chr17	RSAD1	48556160	TRUE	FALSE
chr17	MYCBPAP	48585744	FALSE	FALSE
chr17	EPN3	48610047	FALSE	FALSE
chr17	LOC105371824	48616115	FALSE	FALSE
chr17	SPATA20	48624449	TRUE	FALSE
chr17	CACNA1G-AS1	48639469	FALSE	FALSE
chr17	CACNA1G	48638428	FALSE	FALSE
chr17	ABCC3	48712217	FALSE	FALSE
chr17	ANKRD40	48785270	TRUE	FALSE
chr17	LUC7L3	48796925	TRUE	FALSE
chr17	LINC00483	48844876	FALSE	FALSE
chr17	WFIKKN2	48912604	FALSE	FALSE
chr17	TOB1	48943715	TRUE	FALSE
chr17	TOB1-AS1	48944039	TRUE	FALSE
chr17	SPAG9	49198226	TRUE	FALSE
chr17	NME1-NME2	49230896	FALSE	FALSE
chr17	NME1	49230919	TRUE	FALSE
chr17	NME2	49243632	TRUE	FALSE
chr17	MBTD1	49337427	TRUE	FALSE
chr17	UTP18	49337896	TRUE	FALSE
chr17	LINC02071	49412523	FALSE	FALSE
chr17	LINC02072	49414075	FALSE	FALSE
chr17	CA10	50236132	FALSE	FALSE
chr17	C17orf112	51062879	FALSE	FALSE
chr17	KIF2B	51900238	FALSE	FALSE
chr17	TOM1L1	52978051	TRUE	FALSE
chr17	COX11	53046146	TRUE	FALSE
chr17	STXBP4	53046125	TRUE	FALSE
chr17	HLF	53342320	FALSE	FALSE
chr17	MMD	53499341	TRUE	FALSE
chr17	TMEM100	53800225	FALSE	FALSE
chr17	PCTP	53828339	TRUE	FALSE
chr17	ANKFN1	54230835	FALSE	FALSE
chr17	NOG	54671059	FALSE	FALSE
chr17	C17orf67	54911256	TRUE	FALSE
chr17	DGKE	54911459	TRUE	FALSE
chr17	MTVR2	54962274	FALSE	FALSE
chr17	TRIM25	54991409	TRUE	FALSE
chr17	COIL	55038411	TRUE	FALSE
chr17	SCPEP1	55055467	TRUE	FALSE
chr17	RNF126P1	55122838	FALSE	FALSE
chr17	AKAP1	55162552	TRUE	FALSE
chr17	MSI2	55333930	TRUE	FALSE
chr17	LOC101927557	55600958	FALSE	FALSE
chr17	LOC101927539	55685773	FALSE	FALSE
chr17	CCDC182	55822690	FALSE	FALSE
chr17	MRPS23	55927433	TRUE	FALSE
chr17	CUEDC1	56032684	FALSE	FALSE
chr17	VEZF1	56065625	TRUE	FALSE
chr17	SRSF1	56084707	TRUE	FALSE
chr17	LOC101927666	56160565	FALSE	FALSE
chr17	DYNLL2	56160779	TRUE	FALSE
chr17	OR4D1	56232514	FALSE	FALSE
chr17	MSX2P1	56234319	FALSE	FALSE
chr17	OR4D2	56247016	FALSE	FALSE
chr17	EPX	56270084	FALSE	FALSE
chr17	MKS1	56296666	TRUE	FALSE
chr17	LPO	56315786	FALSE	FALSE
chr17	MPO	56358296	FALSE	FALSE
chr17	TSPOAP1	56406152	FALSE	FALSE
chr17	TSPOAP1-AS1	56414562	TRUE	FALSE
chr17	SUPT4H1	56429599	TRUE	FALSE
chr17	RNF43	56494943	FALSE	FALSE
chr17	HSF5	56565762	FALSE	FALSE
chr17	MTMR4	56595251	TRUE	FALSE
chr17	SEPT4-AS1	56597197	FALSE	FALSE
chr17	SEPT4	56609445	FALSE	FALSE
chr17	C17orf47	56621733	FALSE	FALSE
chr17	TEX14	56769416	FALSE	FALSE
chr17	RAD51C	56769933	TRUE	FALSE
chr17	PPM1E	56833229	TRUE	FALSE
chr17	TRIM37	57184282	TRUE	FALSE
chr17	SKA2	57232800	TRUE	FALSE
chr17	PRR11	57232859	TRUE	FALSE
chr17	SMG8	57287370	TRUE	FALSE
chr17	GDPD1	57297827	TRUE	FALSE
chr17	YPEL2	57409052	FALSE	FALSE
chr17	LINC01476	57604218	FALSE	FALSE
chr17	DHX40	57642885	TRUE	FALSE
chr17	CLTC	57697049	TRUE	FALSE
chr17	PTRH2	57784959	TRUE	FALSE
chr17	VMP1	57784825	TRUE	FALSE
chr17	TUBD1	57970306	TRUE	FALSE
chr17	RPS6KB1	57970406	TRUE	FALSE
chr17	RNFT1	58042117	TRUE	FALSE
chr17	TBC1D3P1-DHX40P1	58096413	FALSE	TRUE
chr17	LOC101927755	58042456	FALSE	FALSE
chr17	HEATR6	58156292	TRUE	FALSE
chr17	LOC105371849	58156669	FALSE	FALSE
chr17	WFDC21P	58165828	FALSE	FALSE
chr17	LOC653653	58180280	TRUE	FALSE
chr17	CA4	58227296	FALSE	FALSE
chr17	USP32	58469586	TRUE	FALSE
chr17	C17orf64	58499864	FALSE	FALSE
chr17	APPBP2	58603601	TRUE	FALSE
chr17	LINC01999	58641906	FALSE	FALSE
chr17	PPM1D	58677543	TRUE	FALSE
chr17	BCAS3	58755171	TRUE	FALSE
chr17	LOC101927855	59445065	FALSE	FALSE
chr17	TBX2-AS1	59476967	FALSE	FALSE
chr17	TBX2	59477256	FALSE	FALSE
chr17	C17orf82	59489111	FALSE	FALSE
chr17	TBX4	59533848	FALSE	FALSE
chr17	NACA2	59668563	TRUE	FALSE
chr17	BRIP1	59940920	TRUE	FALSE
chr17	INTS2	60005377	TRUE	FALSE
chr17	MED13	60142643	TRUE	FALSE
chr17	TBC1D3P2	60353016	FALSE	FALSE
chr17	EFCAB3	60457913	FALSE	FALSE
chr17	METTL2A	60501245	TRUE	FALSE
chr17	TLK2	60556385	TRUE	FALSE
chr17	MRC2	60704761	TRUE	FALSE
chr17	MARCH10	60885742	FALSE	FALSE
chr17	LOC101927877	60885862	FALSE	FALSE
chr17	TANC2	61086897	TRUE	FALSE
chr17	CYB561	61523545	TRUE	FALSE
chr17	ACE	61562177	TRUE	FALSE
chr17	KCNH6	61600694	FALSE	FALSE
chr17	DCAF7	61627795	TRUE	FALSE
chr17	TACO1	61678230	TRUE	FALSE
chr17	MAP3K3	61699800	TRUE	FALSE
chr17	LIMD2	61777519	TRUE	FALSE
chr17	LOC729683	61777697	FALSE	FALSE
chr17	STRADA	61819330	TRUE	FALSE
chr17	CCDC47	61851088	TRUE	FALSE
chr17	DDX42	61851548	TRUE	FALSE
chr17	FTSJ3	61905031	TRUE	FALSE
chr17	PSMC5	61904769	TRUE	FALSE
chr17	SMARCD2	61916088	TRUE	FALSE
chr17	TCAM1P	61934375	TRUE	FALSE
chr17	CSH2	61951089	FALSE	FALSE
chr17	GH2	61959302	FALSE	FALSE
chr17	CSH1	61974021	FALSE	TRUE
chr17	CSHL1	61988688	FALSE	FALSE
chr17	GH1	61996212	FALSE	FALSE
chr17	CD79B	62009714	FALSE	FALSE
chr17	SCN4A	62050278	FALSE	FALSE
chr17	PRR29-AS1	62077259	FALSE	FALSE
chr17	PRR29	62075710	FALSE	FALSE
chr17	ICAM2	62097994	TRUE	FALSE
chr17	ERN1	62207502	TRUE	FALSE
chr17	SNHG25	62223329	TRUE	FALSE
chr17	TEX2	62340683	TRUE	FALSE
chr17	PECAM1	62407083	FALSE	FALSE
chr17	MILR1	62461568	TRUE	FALSE
chr17	POLG2	62493184	TRUE	FALSE
chr17	DDX5	62502074	TRUE	FALSE
chr17	CEP95	62502853	TRUE	FALSE
chr17	SMURF2	62658386	TRUE	FALSE
chr17	ARHGAP27P1-BPTFP1-KPNA2P3	62778117	TRUE	FALSE
chr17	ARHGAP27P1	62777622	TRUE	FALSE
chr17	PLEKHM1P1	62833302	TRUE	FALSE
chr17	LRRC37A3	62915598	FALSE	FALSE
chr17	AMZ2P1	62971703	TRUE	FALSE
chr17	GNA13	63052920	TRUE	FALSE
chr17	LOC100507002	63096929	FALSE	FALSE
chr17	RGS9	63133455	FALSE	FALSE
chr17	CRAT40	63453658	FALSE	FALSE
chr17	AXIN2	63557740	FALSE	FALSE
chr17	CEP112	63822661	FALSE	FALSE
chr17	APOH	64225556	FALSE	FALSE
chr17	PRKCA	64298925	TRUE	FALSE
chr17	PRKCA-AS1	64412972	FALSE	FALSE
chr17	CACNG5	64873390	FALSE	FALSE
chr17	CACNG4	64960979	FALSE	FALSE
chr17	CACNG1	65040651	FALSE	FALSE
chr17	HELZ	65241320	TRUE	FALSE
chr17	LOC101928021	65240891	FALSE	FALSE
chr17	PSMD12	65362743	TRUE	FALSE
chr17	PITPNC1	65373396	FALSE	FALSE
chr17	NOL11	65713948	TRUE	FALSE
chr17	BPTF	65821779	TRUE	FALSE
chr17	C17orf58	65989765	TRUE	FALSE
chr17	KPNA2	66031717	TRUE	FALSE
chr17	LINC00674	66097695	TRUE	FALSE
chr17	LOC440461	66194800	FALSE	FALSE
chr17	AMZ2	66244144	TRUE	FALSE
chr17	ARSG	66255322	TRUE	FALSE
chr17	SLC16A6	66287405	FALSE	FALSE
chr17	WIPI1	66453665	TRUE	FALSE
chr17	PRKAR1A	66508519	TRUE	FALSE
chr17	FAM20A	66597095	FALSE	FALSE
chr17	LINC01482	66624294	FALSE	FALSE
chr17	ABCA8	66951533	TRUE	FALSE
chr17	ABCA9	67057136	FALSE	FALSE
chr17	ABCA9-AS1	67000854	FALSE	FALSE
chr17	ABCA6	67138015	FALSE	FALSE
chr17	ABCA10	67240956	FALSE	FALSE
chr17	PRO1804	67231153	FALSE	FALSE
chr17	ABCA5	67311774	FALSE	FALSE
chr17	MAP2K6	67410837	FALSE	FALSE
chr17	LOC105371880	67481673	FALSE	FALSE
chr17	LINC01483	67590127	FALSE	FALSE
chr17	LINC01497	67957847	FALSE	FALSE
chr17	LINC01028	68047411	FALSE	FALSE
chr17	KCNJ16	68100985	FALSE	FALSE
chr17	KCNJ2-AS1	68165543	FALSE	FALSE
chr17	KCNJ2	68165675	FALSE	FALSE
chr17	CASC17	69198320	FALSE	FALSE
chr17	LINC02095	70022120	FALSE	FALSE
chr17	LINC01152	70026794	FALSE	FALSE
chr17	LOC102723517	70053875	FALSE	FALSE
chr17	SOX9-AS1	70112157	FALSE	FALSE
chr17	LINC02097	70068473	FALSE	FALSE
chr17	SOX9	70117160	FALSE	FALSE
chr17	LINC02003	70338951	FALSE	FALSE
chr17	LINC00673	70588945	FALSE	FALSE
chr17	LINC00511	70636611	FALSE	FALSE
chr17	SLC39A11	71088853	TRUE	FALSE
chr17	SSTR2	71161159	FALSE	FALSE
chr17	COG1	71189172	TRUE	FALSE
chr17	FAM104A	71228533	TRUE	FALSE
chr17	C17orf80	71228760	TRUE	FALSE
chr17	CPSF4L	71258019	FALSE	FALSE
chr17	CDC42EP4	71308143	TRUE	FALSE
chr17	SDK2	71640227	FALSE	FALSE
chr17	LOC101928251	71509821	FALSE	FALSE
chr17	LOC100134391	71733992	FALSE	FALSE
chr17	LINC00469	71824676	FALSE	FALSE
chr17	LINC02092	71782960	FALSE	FALSE
chr17	RPL38	72199794	TRUE	FALSE
chr17	MGC16275	72209460	FALSE	FALSE
chr17	TTYH2	72244504	TRUE	FALSE
chr17	DNAI2	72270385	FALSE	FALSE
chr17	KIF19	72322350	FALSE	FALSE
chr17	BTBD17	72357958	FALSE	FALSE
chr17	GPR142	72363644	FALSE	FALSE
chr17	GPRC5C	72427666	TRUE	FALSE
chr17	CD300A	72462521	FALSE	FALSE
chr17	CD300LB	72527613	FALSE	FALSE
chr17	CD300C	72542310	FALSE	FALSE
chr17	LOC100130520	72563482	FALSE	FALSE
chr17	CD300LD	72588370	FALSE	FALSE
chr17	C17orf77	72581056	FALSE	FALSE
chr17	CD300E	72619897	FALSE	FALSE
chr17	CD300LF	72709139	FALSE	FALSE
chr17	RAB37	72733355	FALSE	FALSE
chr17	SLC9A3R1	72744750	TRUE	FALSE
chr17	NAT9	72772564	TRUE	FALSE
chr17	TMEM104	72772621	TRUE	FALSE
chr17	GRIN2C	72856007	FALSE	FALSE
chr17	FDXR	72869156	TRUE	FALSE
chr17	FADS6	72889909	FALSE	FALSE
chr17	USH1G	72919358	FALSE	FALSE
chr17	OTOP2	72920369	FALSE	FALSE
chr17	OTOP3	72931896	FALSE	FALSE
chr17	HID1	72968900	FALSE	FALSE
chr17	HID1-AS1	72966783	FALSE	FALSE
chr17	CDR2L	72983726	TRUE	FALSE
chr17	MRPL58	73008758	TRUE	FALSE
chr17	ATP5H	73043074	TRUE	FALSE
chr17	KCTD2	73043278	TRUE	FALSE
chr17	SLC16A5	73083821	TRUE	FALSE
chr17	ARMC7	73106046	TRUE	FALSE
chr17	NT5C	73127890	TRUE	FALSE
chr17	HN1	73150778	TRUE	FALSE
chr17	SUMO2	73179098	TRUE	FALSE
chr17	NUP85	73201544	TRUE	FALSE
chr17	GGA3	73257742	TRUE	FALSE
chr17	MRPS7	73257748	TRUE	FALSE
chr17	MIF4GD	73266326	TRUE	FALSE
chr17	LOC100287042	73267379	TRUE	FALSE
chr17	SLC25A19	73285530	TRUE	FALSE
chr17	GRB2	73401789	TRUE	FALSE
chr17	TMEM94	73452544	TRUE	FALSE
chr17	CASKIN2	73511664	TRUE	FALSE
chr17	TSEN54	73512608	TRUE	FALSE
chr17	LLGL2	73521782	TRUE	FALSE
chr17	MYO15B	73584138	FALSE	FALSE
chr17	SMIM5	73629513	FALSE	FALSE
chr17	SMIM6	73642645	FALSE	FALSE
chr17	RECQL5	73663269	TRUE	FALSE
chr17	SAP30BP	73663195	TRUE	FALSE
chr17	ITGB4	73717407	FALSE	FALSE
chr17	GALK1	73761280	TRUE	FALSE
chr17	H3F3B	73776016	TRUE	FALSE
chr17	UNK	73780919	TRUE	FALSE
chr17	UNC13D	73840798	TRUE	FALSE
chr17	WBP2	73851893	TRUE	FALSE
chr17	TRIM47	73874656	TRUE	FALSE
chr17	TRIM65	73893084	TRUE	FALSE
chr17	MRPL38	73901181	TRUE	FALSE
chr17	FBF1	73934313	TRUE	FALSE
chr17	ACOX1	73975515	TRUE	FALSE
chr17	TEN1	73975297	FALSE	FALSE
chr17	TEN1-CDK3	73975297	FALSE	FALSE
chr17	CDK3	73996986	FALSE	FALSE
chr17	EVPL	74023533	FALSE	FALSE
chr17	SRP68	74068607	TRUE	FALSE
chr17	GALR2	74070881	FALSE	FALSE
chr17	ZACN	74075262	FALSE	FALSE
chr17	EXOC7	74099868	TRUE	FALSE
chr17	FOXJ1	74137380	FALSE	FALSE
chr17	RNF157-AS1	74136636	FALSE	FALSE
chr17	RNF157	74236392	TRUE	FALSE
chr17	UBALD2	74261285	TRUE	FALSE
chr17	QRICH2	74303761	FALSE	FALSE
chr17	PRPSAP1	74350230	TRUE	FALSE
chr17	SPHK1	74380689	TRUE	FALSE
chr17	UBE2O	74449288	TRUE	FALSE
chr17	AANAT	74463629	FALSE	FALSE
chr17	RHBDF2	74497509	FALSE	FALSE
chr17	CYGB	74533987	FALSE	FALSE
chr17	PRCD	74536120	FALSE	FALSE
chr17	SNHG16	74553845	TRUE	FALSE
chr17	ST6GALNAC2	74582145	FALSE	FALSE
chr17	ST6GALNAC1	74639920	TRUE	FALSE
chr17	LOC105274304	74668009	FALSE	FALSE
chr17	MXRA7	74707087	TRUE	FALSE
chr17	JMJD6	74722881	TRUE	FALSE
chr17	METTL23	74722911	TRUE	FALSE
chr17	SRSF2	74733493	TRUE	FALSE
chr17	MFSD11	74733582	TRUE	FALSE
chr17	LINC02080	74795125	FALSE	FALSE
chr17	LINC00868	74852247	FALSE	FALSE
chr17	MGAT5B	74864797	FALSE	FALSE
chr17	LOC105371899	74965281	FALSE	FALSE
chr17	SNHG20	75084724	TRUE	FALSE
chr17	SEC14L1	75137004	TRUE	FALSE
chr17	LOC105371907	75277979	FALSE	FALSE
chr17	SEPT9	75277491	TRUE	FALSE
chr17	LOC100507351	75543022	FALSE	FALSE
chr17	LINC01987	75724641	FALSE	FALSE
chr17	LINC01973	75880169	FALSE	FALSE
chr17	TNRC6C	76000317	TRUE	FALSE
chr17	TNRC6C-AS1	76107880	TRUE	FALSE
chr17	TMC6	76124875	TRUE	FALSE
chr17	TMC8	76126858	TRUE	FALSE
chr17	C17orf99	76142433	TRUE	FALSE
chr17	SYNGR2	76164625	TRUE	FALSE
chr17	TK1	76183285	TRUE	FALSE
chr17	AFMID	76183397	TRUE	FALSE
chr17	BIRC5	76210276	TRUE	FALSE
chr17	TMEM235	76227390	FALSE	FALSE
chr17	LINC01993	76274573	TRUE	FALSE
chr17	SOCS3	76356160	TRUE	FALSE
chr17	LOC101928674	76356528	FALSE	FALSE
chr17	PGS1	76374698	TRUE	FALSE
chr17	DNAH17	76573476	FALSE	FALSE
chr17	DNAH17-AS1	76480991	FALSE	FALSE
chr17	LINC02081	76628139	FALSE	FALSE
chr17	CYTH1	76778424	TRUE	FALSE
chr17	USP36	76836609	TRUE	FALSE
chr17	TIMP2	76921472	FALSE	FALSE
chr17	CEP295NL	76899299	FALSE	FALSE
chr17	LGALS3BP	76976061	TRUE	FALSE
chr17	CANT1	77005899	TRUE	FALSE
chr17	C1QTNF1-AS1	77023737	FALSE	FALSE
chr17	C1QTNF1	77020151	FALSE	FALSE
chr17	ENGASE	77071018	TRUE	FALSE
chr17	RBFOX3	77512230	FALSE	TRUE
chr17	LINC02078	77681074	FALSE	FALSE
chr17	ENPP7	77704864	FALSE	FALSE
chr17	CBX2	77751976	TRUE	FALSE
chr17	CBX8	77770915	TRUE	FALSE
chr17	CBX4	77813213	TRUE	FALSE
chr17	LINC01979	77900524	FALSE	FALSE
chr17	LINC01978	77893155	FALSE	FALSE
chr17	TBC1D16	77924656	FALSE	FALSE
chr17	CCDC40	78010430	FALSE	FALSE
chr17	GAA	78075324	TRUE	FALSE
chr17	EIF4A3	78120982	TRUE	FALSE
chr17	CARD14	78152306	FALSE	FALSE
chr17	SGSH	78194199	TRUE	FALSE
chr17	SLC26A11	78194199	TRUE	FALSE
